
Oct 09, 2018 12:19:33.48 NEW SESSION
Nov 05, 2018 12:15:40.48 [444:10764:1105/121540.489:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 05, 2018 12:15:40.50 [444:10764:1105/121540.508:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 05, 2018 12:42:55.97 [8068:16496:1105/124255.973:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 05, 2018 12:42:56.00 [8068:16496:1105/124256.004:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 05, 2018 12:42:56.03 [8068:16496:1105/124256.037:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 05, 2018 12:45:36.49 [8068:16496:1105/124536.497:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 05, 2018 12:45:36.92 [8068:16496:1105/124536.921:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 05, 2018 12:45:36.95 [8068:16496:1105/124536.954:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101

Nov 13, 2018 11:19:24.54 NEW SESSION
Nov 13, 2018 11:19:24.54 [15092:14008:1113/111924.491:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101

Nov 16, 2018 11:57:53.76 NEW SESSION
Nov 16, 2018 11:57:53.76 [6600:9336:1116/115753.740:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:57:55.91 [6600:9336:1116/115755.915:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:57:58.16 [6600:9336:1116/115758.168:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:58:00.33 [6600:9336:1116/115800.336:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:58:02.49 [6600:9336:1116/115802.493:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:58:04.64 [6600:9336:1116/115804.642:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:58:06.78 [6600:9336:1116/115806.786:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:58:08.93 [6600:9336:1116/115808.937:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:58:11.09 [6600:9336:1116/115811.095:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:58:13.25 [6600:9336:1116/115813.259:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:58:15.42 [6600:9336:1116/115815.427:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:58:17.58 [6600:9336:1116/115817.584:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:12.93 [6600:9336:1116/115912.937:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.
Nov 16, 2018 11:59:15.09 [6600:9336:1116/115915.090:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:17.25 [6600:9336:1116/115917.256:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:19.39 [6600:9336:1116/115919.399:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:21.54 [6600:9336:1116/115921.549:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:23.71 [6600:9336:1116/115923.710:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:25.87 [6600:9336:1116/115925.875:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:28.02 [6600:9336:1116/115928.023:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:30.18 [6600:9336:1116/115930.182:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:32.33 [6600:9336:1116/115932.336:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:34.50 [6600:9336:1116/115934.501:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:36.66 [6600:9336:1116/115936.665:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:38.83 [6600:9336:1116/115938.830:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:40.97 [6600:9336:1116/115940.979:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:43.13 [6600:9336:1116/115943.133:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:45.32 [6600:9336:1116/115945.322:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 11:59:47.47 [6600:9336:1116/115947.474:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 102 is too big.
Nov 16, 2018 12:00:25.91 [6600:9336:1116/120025.916:ERROR:latency_info.cc(144)] Surface::TakeLatencyInfoFromFrame, LatencyInfo vector size 101 is too big.

Nov 19, 2018 11:49:00.52 NEW SESSION
Nov 19, 2018 11:49:00.52 [15516:12824:1119/114900.525:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Nov 19, 2018 11:49:36.97 [15516:16320:1119/114936.977:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 19, 2018 11:49:48.58 [15516:12824:1119/114948.584:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Nov 19, 2018 11:51:33.15 [15516:16320:1119/115133.149:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 19, 2018 11:51:33.25 [15516:16320:1119/115133.255:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 19, 2018 11:51:33.28 [15516:16320:1119/115133.284:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 19, 2018 11:51:33.36 [15516:16320:1119/115133.363:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 19, 2018 11:51:33.49 [15516:16320:1119/115133.489:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 19, 2018 11:51:33.79 [15516:16320:1119/115133.799:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 19, 2018 11:51:45.68 [15516:16320:1119/115145.680:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101
Nov 19, 2018 11:51:46.59 [15516:16320:1119/115146.590:ERROR:ssl_client_socket_impl.cc(1061)] handshake failed; returned -1, SSL error code 1, net_error -101

Nov 21, 2018 12:49:55.64 NEW SESSION
Nov 21, 2018 12:49:55.64 [4544:13904:1121/124955.598:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.
Nov 21, 2018 12:49:55.64 [4544:13904:1121/124955.598:ERROR:in_progress_cache_impl.cc(203)] Cache is not initialized, cannot RetrieveEntry.

Nov 22, 2018 12:49:48.23 NEW SESSION
Nov 22, 2018 12:49:48.23 [15312:9020:1122/124945.509:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.

Nov 27, 2018 11:38:51.99 NEW SESSION
Nov 27, 2018 11:38:52.00 [220:15948:1127/113851.997:ERROR:shader_disk_cache.cc(257)] Failed to create shader cache entry: -2
